,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 49,0.9116,1.1643,1.4735,1.3733,1.6470,0.3198,0.6807,0.8438,0.9482,0.9117,1.4274,1.5701,1.5295,2.0326,1.0919,1.2345,1.2480,1.1442,1.4931,0.5517,2.2060,1.0217,1.9287,1.3220,1.2815,2.4564,1.5799,0.9187,2.5382,0.6489,1.6000,0.5561,2.5382,0.8742,0.4118,1.0173,0.6507,1.6915,1.9287,0.7533,0.6592,2.3188,1.7544,1.3869,1.2819,0.4651,1.5843,2.3266,0.8865,0.0000,0.2495,1.4019,0.8247,0.2477,1.8886,2.5382,2.2654,1.2779,2.4746,0.4338,2.4226,2.5497,1.6156,0.6489,1.1242,0.7377,0.7322,1.9287,1.6915,2.4368,1.2621,2.0288,1.9809,2.2170,1.1374,1.3926,0.3495,1.4358,0.6397,1.7440,1.9485,0.9835,0.8713,0.6427,1.1127,0.6190,1.0314,1.0788,1.8814,2.4564,0.4338,1.3610,0.8771,2.4591,2.1485,0.6535,1.6915,1.4340,1.0446,2.3515,1.6045
Khach hang 50,0.9067,0.9958,1.6699,1.5696,1.8433,0.0667,0.8954,1.0619,0.9420,0.8247,1.3735,1.7664,1.3345,2.2330,1.0008,1.2009,1.2144,1.3406,1.6895,0.5440,2.4065,1.2180,2.1250,1.5183,1.3056,2.6568,1.7762,0.8648,2.7387,0.9503,1.7964,0.3428,2.7387,1.0705,0.5932,1.2391,0.6141,1.8878,2.1250,0.9496,0.6225,2.5193,1.9549,1.5874,1.2483,0.3028,1.7806,2.5270,0.7180,0.2495,0.0000,1.3954,0.6562,0.0018,2.0849,2.7387,2.4659,1.2240,2.6751,0.3567,2.6230,2.7501,1.8119,0.9503,1.1523,0.9535,1.0294,2.1250,1.8878,2.6372,1.2285,2.2293,2.1813,2.4174,1.3616,1.5889,0.1718,1.6362,0.6446,1.9403,2.1489,1.1798,0.8678,0.8566,1.1408,0.9219,1.2277,1.1158,2.0818,2.6568,0.3567,1.1926,0.6768,2.6595,2.3489,0.8261,1.8878,1.6304,0.8761,2.5519,1.4095
Khach hang 51,0.5662,0.9921,1.7394,0.8876,1.1765,1.4643,1.0625,1.1085,0.4974,0.7272,0.7709,1.1253,0.8730,2.0252,0.7473,1.7264,1.7128,0.5737,1.0075,1.7967,2.1987,1.2077,1.1460,1.0648,0.4598,2.4491,0.7888,0.7605,2.5309,1.2962,0.7208,1.7304,2.5309,1.0582,1.0542,0.5110,1.5268,1.2210,1.1460,0.7591,1.5187,2.3115,1.9190,1.0367,1.6789,1.2201,0.3889,2.3193,0.9826,1.3445,1.4000,0.0000,0.9808,1.4016,1.1115,2.5309,2.2581,0.6922,2.4673,1.6178,2.4152,2.5424,1.1452,1.2962,0.3282,0.7239,1.4435,1.1460,1.2210,2.4294,1.6987,2.0215,2.0589,2.2096,0.6669,0.3032,1.3485,1.2675,0.7936,0.8950,1.9412,0.9396,0.6053,0.7776,0.3244,1.3360,0.3599,0.3824,1.8741,2.4491,1.6178,0.7748,1.0738,2.4518,2.1412,0.8311,1.2210,0.3463,0.8872,2.3442,0.8391
Khach hang 52,0.5516,0.3652,1.6575,1.5122,1.7859,0.7228,0.8647,1.0278,0.4956,0.2908,0.7196,1.7091,0.7539,2.3089,0.4314,1.6457,1.6321,1.1576,1.6321,1.2325,2.4824,1.2057,1.7937,1.4610,0.7390,2.7328,1.3946,0.2982,2.8146,1.1373,1.3685,0.9888,2.8146,1.0582,0.6822,0.7349,1.2991,1.8305,1.7937,0.9373,1.3072,2.5952,1.9423,1.5288,1.5982,0.3755,1.3548,2.6029,0.0577,0.8297,0.6585,0.9491,0.0000,0.6601,1.7592,2.8146,2.5418,0.6341,2.7510,1.0399,2.6989,2.8261,1.7546,1.1373,0.7060,0.8693,1.2383,1.7937,1.8305,2.7131,1.6180,2.3052,2.1687,2.4933,1.3031,1.1600,0.4901,1.5777,0.4071,1.5426,2.2249,1.2174,0.5586,0.6985,0.6945,1.1308,0.8719,0.7057,2.1578,2.7328,1.0399,0.5620,0.3457,2.7355,2.4249,0.8138,1.8305,1.2015,0.3183,2.6279,0.8289
Khach hang 53,0.9083,0.9974,1.6715,1.5712,1.8449,0.0684,0.8971,1.0635,0.9436,0.8263,1.3751,1.7681,1.3361,2.2347,1.0024,1.1992,1.2128,1.3422,1.6911,0.5422,2.4082,1.2197,2.1267,1.5200,1.3072,2.6585,1.7778,0.8664,2.7404,0.9520,1.7980,0.3445,2.7404,1.0722,0.5948,1.2407,0.6123,1.8895,2.1267,0.9513,0.6207,2.5210,1.9565,1.5890,1.2467,0.3045,1.7823,2.5287,0.7196,0.2477,0.0018,1.3971,0.6578,0.0000,2.0866,2.7404,2.4675,1.2256,2.6767,0.3583,2.6247,2.7518,1.8136,0.9520,1.1540,0.9552,0.8678,2.1267,1.8895,2.6389,1.2269,2.2310,2.1830,2.4191,1.3633,1.5905,0.1735,1.6379,0.6462,1.9419,2.1506,1.1814,0.8694,0.8583,1.1425,0.9236,1.2293,1.1174,2.0835,2.6585,0.3583,1.1942,0.6785,2.6612,2.3506,0.8278,1.8895,1.6320,0.8778,2.5536,1.4111
Khach hang 54,1.4271,1.8927,1.8209,0.5590,1.0361,2.1514,1.6066,1.6526,1.4160,1.6935,1.9570,0.5086,2.0630,2.0653,1.6387,2.0261,2.0120,0.9114,0.4629,2.2515,2.2353,1.5772,0.1040,1.2444,1.7496,2.4805,0.4667,1.6889,2.5606,1.8609,0.7513,2.4174,2.5606,1.6228,1.5984,1.1743,2.0914,1.0823,0.1040,1.3033,2.0834,2.3457,1.9613,1.1640,1.9768,2.1400,1.3114,2.3533,1.9098,1.8886,2.0871,1.2106,1.8659,2.0887,0.0000,2.5606,2.2934,1.8052,2.4983,2.3049,2.4473,2.5718,1.0036,1.8609,1.4297,1.2681,2.0081,0.1040,1.0823,2.4612,1.9973,2.0617,2.0983,2.2459,0.7980,1.0457,2.0117,1.3998,1.6046,0.4153,1.9830,1.4837,1.4721,1.3218,1.4987,1.9006,1.0232,1.2900,1.9172,2.4805,2.3049,1.9209,1.8953,2.4831,2.1789,1.3958,1.0823,1.0000,1.7688,2.3777,2.1408
Khach hang 55,2.6577,2.9230,1.0488,2.2716,2.0105,2.7661,1.8374,1.6661,2.6937,2.6578,3.2181,2.4758,3.3223,1.0022,2.8756,1.4468,1.4330,2.1737,2.3960,2.0517,0.9797,1.7997,2.8479,1.8255,3.0691,0.0922,2.9468,2.6988,0.0000,1.8969,2.9669,2.7300,0.0000,1.8046,2.2015,2.4341,2.0233,1.9923,2.8479,2.0265,2.0275,0.1895,0.9658,1.6502,1.3984,2.7545,2.9512,0.7038,2.7680,2.4978,2.7004,2.7688,2.6857,2.7021,2.8063,0.0000,0.3655,3.0655,0.3132,2.4791,0.5805,0.0290,1.9780,1.8969,2.9085,2.0460,2.0893,2.8479,1.9923,0.1348,1.4186,1.0044,1.0410,0.8120,2.0260,2.7594,2.6235,1.3912,2.3902,2.6562,0.5398,1.8579,2.4945,2.1711,2.8968,1.8989,2.4484,2.4968,0.6712,0.0922,2.4791,3.1239,2.6475,0.5748,0.6776,2.0573,1.9923,2.8009,2.8009,0.6230,3.3989
Khach hang 56,2.4215,2.6868,0.8174,2.0314,1.7704,2.5299,1.6011,1.4299,2.4575,2.4215,2.9819,2.2357,3.0861,0.7869,2.6393,1.2106,1.1967,1.9336,2.1558,1.8584,0.7640,1.6011,2.6078,1.5941,2.8329,0.2876,2.7154,2.4625,0.3564,1.6606,2.7355,2.4986,0.3564,1.5683,1.9653,2.1979,1.8294,1.7522,2.6078,1.7903,1.8337,0.3671,0.7498,1.4101,1.1621,2.5183,2.7767,0.4823,2.5318,2.2616,2.4642,2.5904,2.4494,2.4659,2.5662,0.3564,0.0000,2.8292,0.5121,2.2947,0.4611,0.3681,1.7379,1.6606,2.6723,1.8097,1.8579,2.6078,1.7522,0.3111,1.1823,0.7891,0.8265,0.5927,1.7211,2.5809,2.3873,1.1598,2.1539,2.4161,0.3148,1.6265,2.2583,1.9349,2.6605,1.6627,2.2122,2.2606,0.4490,0.2876,2.2947,2.8877,2.4112,0.5073,0.4462,1.8210,1.7522,2.6233,2.5646,0.3916,3.1626
Khach hang 57,0.6182,0.3804,2.1246,1.4726,1.7615,1.2978,1.2798,1.4463,0.5500,0.4965,0.2180,1.6694,0.3240,2.3741,0.2020,2.0771,2.0633,1.1587,1.5924,1.7174,2.5476,1.5946,1.7310,1.5248,0.2972,2.7980,1.3452,0.4025,2.8798,1.5262,1.3058,1.5639,2.8798,1.4471,1.0464,0.7988,1.6625,1.8060,1.7310,1.1008,1.6547,2.6604,2.2679,1.5940,2.0287,0.9369,0.9130,2.6681,0.6188,1.2970,1.2335,0.6311,0.6583,1.2352,1.6965,2.8798,2.6070,0.0000,2.8162,1.5772,2.7641,2.8912,1.7301,1.5262,0.3469,1.0656,1.5822,1.7310,1.8060,2.7783,2.0489,2.3704,2.4078,2.5585,1.2519,0.9280,1.0652,1.6428,0.7597,1.4800,2.2900,1.2813,0.7449,1.0874,0.3656,1.4786,0.9357,0.6431,2.2229,2.7980,1.5772,0.1948,0.8170,2.8007,2.4900,1.1427,1.8060,0.9710,0.3120,2.6931,0.4018
Khach hang 58,2.6328,2.8981,1.0243,2.1647,1.9852,2.7412,1.8124,1.6412,2.6688,2.6328,3.1932,2.4505,3.2974,0.8114,2.8506,1.4219,1.4081,2.0704,2.2846,2.0697,0.7889,1.8124,2.8226,1.8010,3.0442,0.3675,2.9223,2.6738,0.3132,1.8720,2.9425,2.7622,0.3132,1.7796,2.1766,2.4092,2.0407,1.9669,2.8226,2.0016,2.0450,0.2277,0.9611,1.5659,1.3734,2.7296,2.9880,0.5130,2.7431,2.4729,2.6755,2.8017,2.6607,2.6772,2.7810,0.3132,0.5113,3.0405,0.0000,2.5060,0.3925,0.3254,1.9526,1.8720,2.8836,2.0210,2.0649,2.8226,1.9669,0.1913,1.3936,0.8135,0.8501,0.6211,1.9281,2.7922,2.5986,1.3668,2.3652,2.6309,0.5261,1.8718,2.4696,2.1462,2.8718,1.8740,2.4235,2.4719,0.6603,0.3675,2.5060,3.0990,2.6225,0.3985,0.5114,2.0323,1.9669,2.8346,2.7759,0.3670,3.3739
Khach hang 59,1.1680,1.3395,1.5045,1.7886,2.0623,0.3067,1.0960,1.2591,1.2046,1.1684,1.7172,1.9854,1.6782,2.0296,1.3445,1.0580,1.0715,1.5595,1.9084,0.3879,2.2456,1.4370,2.3440,1.7373,1.5286,2.4960,1.9952,1.2085,2.5778,0.7554,2.0153,0.2849,2.5778,1.2895,0.8427,1.4326,0.4580,2.1068,2.3440,1.1686,0.4665,2.3584,1.7572,1.7738,1.1054,0.6645,1.9996,2.3661,1.1017,0.4331,0.3567,1.6144,1.0376,0.3583,2.3039,2.5778,2.3050,1.5677,2.5142,0.0000,2.4621,2.5892,2.0309,0.7554,1.3713,1.1530,0.7136,2.3440,2.1068,2.4763,1.0857,2.0260,1.9455,2.2565,1.5527,1.8078,0.5313,1.8217,0.8961,2.1592,1.9880,1.3988,1.1277,1.0580,1.3598,0.7512,1.4466,1.3347,1.8816,2.4960,0.0000,1.5363,1.0590,2.4987,2.1432,1.0845,2.1068,1.8493,1.2198,2.3911,1.7532
Khach hang 60,2.5801,2.8454,0.9727,2.1131,1.9316,2.6884,1.7597,1.5884,2.6161,2.5801,3.1404,2.3969,3.2447,0.4389,2.7979,1.3692,1.3553,2.0187,2.2329,2.0170,0.4160,1.7596,2.7690,1.7494,2.9914,0.5367,2.8707,2.6211,0.6198,1.8192,2.8908,2.7094,0.6198,1.7269,2.1239,2.3564,1.9880,1.9134,2.7690,1.9489,1.9923,0.3968,0.7083,1.5142,1.3207,2.6769,2.9352,0.1315,2.6904,2.4202,2.6228,2.7490,2.6080,2.6244,2.7274,0.6198,0.4597,2.9878,0.3925,2.4533,0.0000,0.6315,1.8990,1.8192,2.8309,1.9683,2.0133,2.7690,1.9134,0.5167,1.3409,0.4411,0.4785,0.2447,1.8764,2.7395,2.5459,1.3152,2.3125,2.5773,0.4734,1.7818,2.4169,2.0935,2.8191,1.8213,2.3707,2.4192,0.6076,0.5367,2.4533,3.0463,2.5698,0.0401,0.2539,1.9796,1.9134,2.7819,2.7232,0.0760,3.3212
Khach hang 61,2.6692,2.9345,1.0600,2.2832,2.0221,2.7775,1.8488,1.6775,2.7052,2.6692,3.2295,2.4874,3.3338,1.0134,2.8870,1.4583,1.4444,2.1853,2.4076,2.0629,0.9909,1.8109,2.8595,1.8366,3.0805,0.1038,2.9580,2.7102,0.0290,1.9083,2.9781,2.7412,0.0290,1.8160,2.2130,2.4455,2.0345,2.0039,2.8595,2.0380,2.0387,0.2018,0.9770,1.6618,1.4098,2.7660,2.9624,0.7150,2.7795,2.5093,2.7119,2.7800,2.6971,2.7135,2.8179,0.0290,0.3771,3.0769,0.3254,2.4903,0.5921,0.0000,1.9896,1.9083,2.9200,2.0574,2.1005,2.8595,2.0039,0.1470,1.4300,1.0155,1.0522,0.8232,2.0376,2.7706,2.6350,1.4024,2.4016,2.6678,0.5510,1.8691,2.5060,2.1826,2.9082,1.9104,2.4094,2.5083,0.6824,0.1038,2.4903,3.1354,2.6589,0.5864,0.6888,2.0687,2.0039,2.8121,2.8123,0.6342,3.4103
Khach hang 62,1.3335,1.8048,1.0612,0.4811,0.0314,1.8784,0.9920,0.8088,1.3878,1.5902,1.8667,0.6731,1.9688,1.2670,1.5600,1.1977,1.1837,0.6205,0.5949,1.6493,1.4370,0.7881,1.0452,0.6697,1.6669,1.6822,0.9685,1.6084,1.7624,1.0457,1.2106,2.1444,1.7624,0.8422,1.3254,0.9925,1.3431,0.0829,1.0452,1.0303,1.3346,1.5475,1.1630,0.4216,1.1485,1.8670,1.2017,1.5550,1.8362,1.6156,1.8141,1.1474,1.7563,1.8157,1.0036,1.7624,1.4951,1.7204,1.7001,2.0319,1.6490,1.7736,0.0000,1.0457,1.3586,0.9951,1.3262,1.0452,0.0829,1.6630,1.1690,1.2634,1.3000,1.4477,0.4782,1.0100,1.7387,0.6015,1.5360,0.8535,1.1847,0.7159,1.1991,1.0488,1.4251,1.0750,0.9211,1.2014,1.1190,1.6822,2.0319,1.8319,1.7098,1.6849,1.3806,1.0721,0.0829,1.0515,1.6854,1.5795,2.0438
Khach hang 63,1.1100,1.3698,0.9208,1.3261,1.0800,1.0192,0.3346,0.2843,1.1452,1.1100,1.6588,1.5304,1.7609,1.4421,1.3233,0.4408,0.4544,1.0885,1.4505,0.4658,1.6156,0.5310,1.9025,0.9098,1.5129,1.8659,1.5405,1.1501,1.9478,0.0000,1.5614,1.2953,1.9478,0.5061,0.4688,0.9568,0.2973,1.0608,1.9025,0.5425,0.2889,1.7283,1.1401,0.7008,0.4883,1.0075,1.5451,1.7361,1.2180,0.6489,0.9525,1.3558,1.1373,0.9542,1.8609,1.9478,1.6749,1.5093,1.8841,0.7554,1.8321,1.9592,1.0457,0.0000,1.3556,0.5623,0.2858,1.9025,1.0608,1.8463,0.4685,1.4384,1.3283,1.6265,1.0814,1.3461,0.8743,0.7075,0.8479,1.7108,1.3580,0.6212,1.0007,0.6572,1.3441,0.0353,0.9713,1.0205,1.2909,1.8659,0.7554,1.5666,1.1413,1.8686,1.5261,0.5415,1.0608,1.3892,1.2501,1.7610,1.8359
Khach hang 64,0.4057,0.6341,1.9047,1.1372,1.3848,1.2179,1.1062,1.2727,0.3376,0.4808,0.4312,1.3414,0.5333,2.1542,0.3893,1.9035,1.8897,0.8115,1.2616,1.5410,2.3277,1.2902,1.3543,1.3094,0.2236,2.5781,1.0050,0.5043,2.6599,1.3562,0.9291,1.4839,2.6599,1.1461,0.8763,0.5834,1.4925,1.4832,1.3543,0.8855,1.4847,2.5805,2.0480,1.3741,1.8551,0.9737,0.7484,2.4482,0.7515,1.1269,1.1536,0.2942,0.7498,1.1552,1.3198,2.6599,2.3871,0.3525,2.5963,1.3714,2.5442,2.6713,1.3535,1.3562,0.0000,0.8681,1.4122,1.3543,1.4832,2.5584,1.8753,2.1505,2.1879,2.3386,0.9082,0.5911,1.1020,1.4230,0.5587,1.1033,2.0702,1.0659,0.5324,0.9229,0.0446,1.3086,0.5761,0.4277,2.0031,2.5781,1.3714,0.4442,0.8274,2.5808,2.2702,0.9273,1.4832,0.6341,0.5147,2.4732,0.6083
Khach hang 65,0.5904,1.1018,1.0309,0.7527,1.0265,1.0004,0.2697,0.4012,0.6447,0.8648,1.2121,0.9496,1.3142,1.5335,0.9053,1.0191,1.0055,0.5237,0.8726,1.0425,1.7070,0.6009,1.3575,0.7279,1.0334,1.9574,0.9955,0.8821,2.0392,0.5623,0.9795,1.2665,2.0392,0.3607,0.4474,0.3968,0.8740,1.0710,1.3575,0.0538,0.8656,1.9242,1.4273,0.7534,0.9716,1.0098,0.9638,1.8276,0.9500,0.7377,0.9557,0.7813,0.8693,0.9574,1.2681,2.0392,1.8678,1.0658,1.9756,1.1539,1.9235,2.0507,0.9951,0.5623,0.8019,0.0000,0.7864,1.3575,1.0710,1.9377,0.9914,1.5298,1.5672,1.7180,0.5169,0.7720,0.8788,0.8023,0.5799,1.1234,1.5326,0.3589,0.4560,0.1708,0.7704,0.5804,0.4108,0.4583,1.3824,1.9574,1.1539,1.1773,0.8319,2.0726,1.6495,0.0972,1.0710,0.8135,0.9821,1.9588,1.3891
Khach hang 66,1.2099,1.4258,1.1608,1.4734,1.3604,0.9039,0.5573,0.5648,1.2465,1.2099,1.7149,1.6777,1.8170,1.6438,1.3794,0.6975,0.7115,1.2357,1.5978,0.4240,1.8138,0.8115,2.0498,1.1763,1.5689,2.0590,1.6878,1.2516,2.1392,0.2858,1.7087,0.9945,2.1392,0.7288,0.5520,1.1041,0.2555,1.3412,2.0498,0.7656,0.2471,1.9243,1.3714,0.9812,0.7467,1.0866,1.6924,1.9318,1.3220,0.7322,0.8508,1.5031,1.2383,0.8490,2.0081,2.1392,1.8719,1.5654,2.0769,0.7136,2.0258,2.1504,1.3262,0.2858,1.4116,0.7864,0.0000,2.0498,1.3412,2.0398,0.7262,1.6402,1.5597,1.8245,1.2286,1.4934,0.9534,0.9879,0.9379,1.8580,1.5615,0.8438,1.0589,0.7153,1.4001,0.2512,1.1186,1.1678,1.4958,2.0590,0.7136,1.6226,1.1994,2.0617,1.7574,0.6984,1.3412,1.5365,1.3062,1.9563,1.8919
Khach hang 67,1.4629,1.9285,1.9311,0.6007,1.0777,2.1915,1.6467,1.6927,1.4518,1.7293,1.9928,0.5503,2.0988,2.1054,1.6745,2.0677,2.0536,0.9530,0.5045,2.2931,2.2754,1.6188,0.0000,1.2860,1.7854,2.5206,0.5044,1.7247,2.6008,1.9025,0.7890,2.4575,2.6008,1.6644,1.6385,1.2101,2.1330,1.1240,0.0000,1.3940,2.1250,2.3858,2.0014,1.2056,2.0184,2.1802,1.3472,2.3934,1.9456,1.9287,2.1272,1.2464,1.9017,2.1288,0.1040,2.6008,2.3335,1.8410,2.5384,2.3450,2.4874,2.6120,1.0452,1.9025,1.4655,1.3575,2.0498,0.0000,1.1240,2.5013,2.0390,2.1018,2.1384,2.2861,0.8396,1.0834,2.0518,1.4415,1.6404,0.4591,2.0231,1.5238,1.5122,1.3619,1.5345,1.9422,1.0589,1.3258,1.9574,2.5206,2.3450,1.9567,1.9311,2.5232,2.2190,1.4374,1.1240,1.0377,1.8046,2.4178,2.1765
Khach hang 68,1.4094,1.8807,1.0755,0.5892,0.1171,1.9543,1.0070,0.8238,1.4637,1.6661,1.9426,0.7518,2.0447,1.2808,1.6359,1.2120,1.1980,0.7226,0.6778,1.6636,1.4508,0.8032,1.1240,0.7638,1.7428,1.6960,1.0473,1.6843,1.7762,1.0608,1.2865,2.2203,1.7762,0.8572,1.4013,1.1087,1.3581,0.0000,1.1240,1.1062,1.3496,1.5613,1.1768,0.4860,1.1628,1.9429,1.2776,1.5688,1.8745,1.6915,1.8900,1.2233,1.8322,1.8916,1.0823,1.7762,1.5089,1.7963,1.7139,2.1077,1.6628,1.7874,0.0829,1.0608,1.4885,1.0710,1.3412,1.1240,0.0000,1.6768,1.1833,1.2772,1.3138,1.4615,0.5750,1.0858,1.8146,0.6165,1.5804,0.9322,1.1985,0.7310,1.2750,1.1247,1.5010,1.0901,0.9970,1.2773,1.1328,1.6960,2.1077,1.9078,1.7857,1.6987,1.3944,1.1480,0.0000,1.1273,1.7612,1.5933,2.1197
Khach hang 69,2.5949,2.8602,0.9873,2.2077,1.9467,2.7033,1.7746,1.6033,2.6309,2.5950,3.1553,2.4120,3.2595,0.9604,2.8128,1.3840,1.3702,2.0333,2.3321,2.0318,0.9374,1.7745,2.7841,1.7639,3.0063,0.1538,2.8852,2.6360,0.1348,1.8341,2.9054,2.6685,0.1348,1.7418,2.1387,2.3713,2.0029,1.9285,2.7841,1.9637,1.9660,0.1181,0.9232,1.5864,1.3356,2.6917,2.8897,0.6423,2.7052,2.4350,2.6376,2.7639,2.6229,2.6393,2.7425,0.1348,0.3111,3.0027,0.1913,2.4682,0.5167,0.1470,1.9141,1.8341,2.8457,1.9832,2.0278,2.7841,1.9285,0.0000,1.3558,0.9626,0.9999,0.7661,1.8910,2.7544,2.5607,1.3297,2.3274,2.5924,0.4883,1.7964,2.4317,2.1083,2.8340,1.8361,2.3856,2.4340,0.6097,0.1538,2.4682,3.0611,2.5847,0.5110,0.6161,1.9945,1.9285,2.7967,2.7381,0.5614,3.3361
Khach hang 70,1.6239,1.8892,0.4346,1.4626,1.2016,1.2770,0.7871,0.6194,1.6599,1.6240,2.1843,1.6669,2.2885,0.9637,1.8418,0.0282,0.0144,1.4985,1.5870,0.6622,1.1372,0.7870,2.0390,1.0852,2.0353,1.3876,1.9341,1.6649,1.4694,0.4685,1.9543,1.3405,1.4694,0.7550,1.1438,1.3716,0.6338,1.1833,2.0390,0.9724,0.6380,1.2500,0.6856,0.8413,0.0202,1.5544,1.9386,1.2578,1.7342,1.2596,1.2284,1.7561,1.6180,1.2267,1.9973,1.4694,1.1966,2.0317,1.4058,1.0896,1.3537,1.4809,1.1690,0.4685,1.8747,0.9914,0.7262,2.0390,1.1833,1.3680,0.0000,0.9600,0.8778,1.1482,1.2171,1.7468,1.4261,0.6691,1.3564,1.8473,0.8797,0.8771,1.4308,1.1373,1.8630,0.4705,1.3856,1.4330,0.8126,1.3876,1.0896,2.0901,1.5806,1.3903,1.0797,1.0025,1.1833,1.7883,1.7671,1.2827,2.3651
Khach hang 71,2.1706,2.4358,0.5906,1.8473,1.5862,2.2789,1.3502,1.1789,2.2066,2.1706,2.7309,2.0515,2.8352,0.0874,2.3884,0.9564,0.9426,2.0339,1.9717,1.5714,0.2609,1.3225,2.4236,1.4699,2.5819,1.0530,2.4696,2.2116,1.1348,1.4065,2.4897,2.2496,1.1348,1.3174,1.7144,1.9469,1.5430,1.5680,2.4236,1.5394,1.5472,0.9154,0.2762,1.2259,0.9080,2.2674,2.4740,0.3814,2.2809,2.0106,2.2133,2.2916,2.1985,2.2149,2.3820,1.1348,0.8620,2.5783,0.8748,1.9988,0.5154,1.1463,1.5537,1.4065,2.4214,1.5588,1.6090,2.4236,1.5680,1.0334,0.9282,0.0000,0.0374,0.2718,1.6017,2.2822,2.1363,1.0193,1.9030,2.2319,0.6026,1.3807,2.0074,1.6840,2.4096,1.4085,1.9210,2.0097,0.4438,1.0530,1.9988,2.6367,2.1603,0.5127,0.3973,1.5701,1.5680,2.3237,2.3137,0.5434,2.9117
Khach hang 72,2.1377,2.4030,0.5572,1.8139,1.5528,2.2461,1.3173,1.1461,2.1737,2.1377,2.6981,2.0181,2.8023,0.0500,2.3555,0.9236,0.9097,2.0017,1.9383,1.5392,0.2235,1.2903,2.3902,1.4365,2.5491,1.0156,2.4374,2.1787,1.0975,1.3736,2.4575,2.2174,1.0975,1.2845,1.6815,1.9141,1.5108,1.5346,2.3902,1.5065,1.5150,0.8781,0.2440,1.1925,0.8751,2.2345,2.4418,0.3441,2.2480,1.9778,2.1804,2.2594,2.1656,2.1821,2.3486,1.0975,0.8246,2.5454,0.8382,1.9666,0.4780,1.1089,1.5203,1.3736,2.3885,1.5259,1.5768,2.3902,1.5346,0.9960,0.8953,0.0668,0.0000,0.2344,1.5683,2.2501,2.1035,0.9859,1.8701,2.1985,0.5652,1.3485,1.9745,1.6511,2.3767,1.3757,1.8889,1.9768,0.4072,1.0156,1.9666,2.6039,2.1274,0.4754,0.3607,1.5372,1.5346,2.2916,2.2808,0.5060,2.8788
Khach hang 73,2.3821,2.6474,0.7788,1.9914,1.7304,2.4905,1.5617,1.3905,2.4181,2.3821,2.9425,2.1957,3.0467,0.2002,2.5999,1.1712,1.1574,1.8935,2.1158,1.8190,0.1772,1.5617,2.5678,1.5555,2.7935,0.7812,2.6768,2.4231,0.8630,1.6212,2.6969,2.4600,0.8630,1.5289,1.9259,2.1585,1.7533,1.7121,2.5678,1.7509,1.7575,0.6436,0.4744,1.3701,1.1227,2.4789,2.6812,0.1096,2.4924,2.2222,2.4248,2.5510,2.4100,2.4265,2.5262,0.8630,0.5902,2.7898,0.6085,2.2553,0.2436,0.8744,1.6978,1.6212,2.6329,1.7703,1.8194,2.5678,1.7121,0.7615,1.1429,0.2024,0.2397,0.0000,1.7459,2.5415,2.3479,1.1635,2.1145,2.3761,0.5943,1.5879,2.2189,1.8955,2.6211,1.6233,2.1728,2.2212,0.3190,0.7812,2.2553,2.8483,2.3718,0.2409,0.1310,1.7816,1.7121,2.5839,2.5252,0.2715,3.1232
