,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 49,3.9978,4.9762,6.0651,5.6681,6.7417,1.5816,2.8519,3.5140,4.0347,3.9049,6.0374,6.5968,6.4969,7.5777,4.7175,5.1017,5.1532,4.7724,6.1880,2.7329,8.2040,4.4410,8.3311,5.6958,5.4225,9.0412,6.8846,4.0439,9.4236,3.3525,6.7344,2.6871,9.4236,3.7407,1.8620,4.1709,3.0950,7.0376,8.3311,3.2190,3.1388,8.4645,6.6881,5.2700,5.2821,1.9883,6.6351,8.6372,3.8424,0.0000,1.2892,5.7739,3.6007,1.2799,8.1048,9.4236,8.3544,5.4881,9.1385,2.0915,8.9481,9.4867,6.6094,3.3525,4.8065,3.1284,3.7827,8.3311,7.0376,9.0615,5.2069,7.5699,7.4536,8.2422,4.5920,5.7638,1.5004,5.4532,2.9396,7.3686,7.1989,4.2341,3.8816,2.7334,4.8378,3.1981,4.3185,4.3451,7.0530,9.0412,2.0915,5.6741,3.7736,8.9894,8.1605,2.8841,7.0376,5.9453,4.4521,8.6414,6.7719
Khach hang 50,3.8903,4.1157,6.5590,6.1620,7.2356,0.2924,3.3458,4.0079,3.9271,3.3597,5.4921,7.0907,5.6360,8.0715,4.1059,5.0985,5.1500,5.2663,6.6819,2.7298,8.6979,4.9348,8.8250,6.1897,5.1644,9.5350,7.3785,3.4986,9.9174,4.1762,7.2282,1.4681,9.9174,4.2346,2.3559,4.6648,3.0918,7.5315,8.8250,3.7128,3.1356,8.9583,7.1820,5.7639,5.2790,1.1278,7.1290,9.1311,2.9819,1.2892,0.0000,5.8088,2.7402,0.0092,8.5987,9.9174,8.8482,4.9429,9.6323,1.7166,9.4420,9.9806,7.1033,4.1762,4.6990,3.6222,4.6064,8.8250,7.5315,9.5554,5.2037,8.0638,7.9475,8.7361,5.0859,6.2577,0.6399,5.9471,2.8321,7.8625,7.6928,4.7279,3.7741,3.2273,4.7303,4.0218,4.8124,4.5981,7.5469,9.5350,1.7166,4.8136,2.9131,9.4833,8.6544,3.3780,7.5315,6.4392,3.5916,9.1353,5.9110
Khach hang 51,2.4803,3.9434,6.9168,3.8823,5.0201,6.1264,4.4023,4.8474,2.1327,3.0168,3.1491,4.8110,3.6086,7.3946,2.9656,7.1877,7.1362,2.5121,4.4022,7.7064,8.0210,5.3753,4.7837,4.6697,1.9277,8.8581,3.6904,3.0915,9.2405,5.8023,3.0008,7.3020,9.2405,4.6796,4.4603,2.1896,6.9046,5.3160,4.7837,3.3465,6.8609,8.2814,7.0753,4.4358,7.0073,5.0037,1.7393,8.4541,3.9985,5.7209,5.8339,0.0000,3.9716,5.8431,4.5644,9.2405,8.1713,2.8120,8.9554,7.0650,8.7650,9.3037,4.8878,5.8023,1.5534,3.1823,6.4519,4.7837,5.3160,8.8784,7.0825,7.3868,7.5227,8.0592,2.8704,1.4729,5.4916,5.0240,3.2213,3.8188,7.0159,4.1099,2.6151,3.3360,1.5468,5.8673,1.5928,1.6682,6.8700,8.8581,7.0650,3.0548,4.5601,8.8063,7.9775,3.5689,5.3160,1.6544,3.5354,8.4583,3.7306
Khach hang 52,2.3515,1.5800,6.6813,5.9801,7.0537,3.0426,3.4681,4.1302,2.0460,1.2986,3.0279,6.9088,3.1764,8.1358,1.8784,6.4705,6.4190,4.5884,6.5000,5.3749,8.7622,5.0572,7.1799,6.0078,2.9767,9.5993,5.8929,1.3110,9.9817,4.9704,5.3969,4.2183,9.9817,4.3569,2.9151,3.0059,5.7369,7.3496,7.1799,3.8352,5.7807,9.0226,7.3043,5.5820,6.2901,1.6223,5.3442,9.1954,0.2812,3.6213,2.7501,3.9276,0.0000,2.7594,6.9605,9.9817,8.9125,2.6095,9.6966,4.4667,9.5062,10.0449,6.9214,4.9704,2.8178,3.6475,5.5177,7.1799,7.3496,9.6197,6.3653,8.1280,8.0698,8.8004,4.9040,4.6231,2.1102,5.7652,1.7353,6.2149,7.7571,4.8511,2.2908,2.9040,2.8491,4.9331,3.4395,2.8290,7.6112,9.5993,4.4667,2.2778,1.6658,9.5476,8.7187,3.5003,7.3496,4.8046,1.3641,9.1995,3.4515
Khach hang 53,3.8995,4.1250,6.5682,6.1712,7.2448,0.3017,3.3550,4.0171,3.9364,3.3689,5.5013,7.0999,5.6452,8.0807,4.1151,5.0893,5.1408,5.2755,6.6911,2.7205,8.7071,4.9441,8.8342,6.1989,5.1736,9.5443,7.3877,3.5078,9.9267,4.1854,7.2375,1.4773,9.9267,4.2438,2.3651,4.6740,3.0826,7.5407,8.8342,3.7221,3.1264,8.9676,7.1912,5.7731,5.2697,1.1370,7.1382,9.1403,2.9912,1.2799,0.0092,5.8180,2.7494,0.0000,8.6079,9.9267,8.8574,4.9521,9.6416,1.7258,9.4512,9.9898,7.1125,4.1854,4.7082,3.6315,4.4028,8.8342,7.5407,9.5646,5.1945,8.0730,7.9567,8.7453,5.0951,6.2669,0.6491,5.9563,2.8413,7.8717,7.7020,4.7372,3.7833,3.2365,4.7395,4.0310,4.8216,4.6073,7.5561,9.5443,1.7258,4.8228,2.9223,9.4925,8.6636,3.3872,7.5407,6.4484,3.6009,9.1445,5.9203
Khach hang 54,6.4509,8.3262,8.0310,2.6194,4.9176,8.8966,6.7862,7.2313,6.5000,7.3906,8.5780,2.4767,9.0375,8.5089,7.3484,9.0883,9.0368,4.0840,2.2280,10.1591,9.1353,7.2746,0.5372,5.6370,7.7445,9.9724,2.3282,7.4588,10.3548,8.1862,3.7470,10.0723,10.3548,7.0636,6.8443,5.5476,9.2886,5.2134,0.5372,5.7304,9.2448,9.3957,8.1896,5.1251,8.9079,8.8084,6.2377,9.5684,8.1590,8.1048,8.6042,5.9006,8.0781,8.6134,0.0000,10.3548,9.2856,8.0364,10.0697,9.8352,9.8793,10.4180,4.7853,8.1862,6.9132,5.5663,8.8358,0.5372,5.2134,9.9927,8.9831,8.5011,8.6370,9.1735,3.6330,4.9495,8.3206,6.1383,7.0064,2.0076,8.1302,6.4938,6.2799,5.7199,6.9670,8.2512,4.9507,5.9226,7.9843,9.9724,9.8352,8.4081,8.3452,9.9206,9.0918,5.9529,5.2134,4.7670,7.8629,9.5726,9.3125
Khach hang 55,9.7926,10.7523,4.3160,9.7649,9.1105,10.1903,6.7373,6.1657,9.8294,9.6997,11.8321,10.6936,12.2916,3.9519,10.5123,5.3329,5.2814,9.2773,10.2848,8.0346,3.8691,7.0716,12.4279,7.8931,11.2173,0.4205,11.8957,9.8387,0.0000,7.1652,11.7454,10.7863,0.0000,6.8444,8.1380,9.1820,7.9758,9.0560,12.4279,7.5704,7.9993,0.9704,3.7783,7.1194,5.1525,10.1022,11.6462,2.8552,10.1667,9.3985,9.8979,10.7850,10.0147,9.9071,12.2016,0.0000,1.8033,11.2829,1.5769,9.7269,2.6439,0.1496,8.9782,7.1652,10.6013,7.6435,8.4703,12.4279,9.0560,0.6553,5.2277,3.9596,4.0955,3.2534,8.6419,10.7749,9.6143,6.0933,8.7344,11.4654,2.2008,7.4002,9.3730,7.9614,10.6326,7.1765,9.3296,9.3562,2.7174,0.4205,9.7269,11.4502,9.9840,2.5393,2.8393,7.6619,9.0560,10.9564,10.2282,2.5962,12.5667
Khach hang 56,8.7382,9.6979,3.2617,8.7105,8.0561,9.1359,5.6829,5.1113,8.7751,8.6453,10.7778,9.6392,11.2373,2.8976,9.4579,4.2786,4.2271,8.2229,9.2305,6.9803,2.8147,6.0173,11.3736,6.8387,10.1629,1.3827,10.8413,8.7843,1.7651,6.1108,10.6911,9.7320,1.7651,5.7900,7.0836,8.1276,6.9214,8.0017,11.3736,6.5161,6.9450,1.3649,2.7239,6.0651,4.0981,9.0478,10.5918,1.8008,9.1123,8.3442,8.8435,9.7306,8.9603,8.8527,11.1473,1.7651,0.0000,10.2285,2.0389,8.6726,1.8485,1.8283,7.9238,6.1108,9.5469,6.5891,7.4160,11.3736,8.0017,1.5816,4.1734,2.9053,3.0412,2.1990,7.5876,9.7205,8.5599,5.0390,7.6800,10.4110,1.1465,6.3459,8.3186,6.9070,9.5782,6.1221,8.2752,8.3018,1.6630,1.3827,8.6726,10.3958,8.9296,1.8899,1.7849,6.6075,8.0017,9.9020,9.1738,1.5418,11.5123
Khach hang 57,2.6118,1.6738,7.9672,6.0691,7.2069,5.2840,4.8106,5.4726,2.2475,2.0312,1.0784,6.9977,1.5379,8.4451,0.9189,7.8130,7.7615,4.6989,6.5890,7.3275,9.0715,6.3996,6.9705,6.3170,1.2687,9.9086,5.8772,1.6767,10.2910,6.3129,5.1876,6.4597,10.2910,5.6994,4.2576,3.3152,7.3130,7.5028,6.9705,4.3970,7.2692,9.3319,8.1258,5.8913,7.6326,3.8638,3.6362,9.5046,2.6714,5.5739,4.9915,2.6965,2.7027,5.0008,6.7511,10.2910,9.2218,0.0000,10.0059,6.7081,9.8155,10.3542,7.0746,6.3129,1.4142,4.2328,6.8602,6.9705,7.5028,9.9289,7.7078,8.4373,8.5732,9.1096,5.0572,4.0621,4.3516,6.0745,3.0177,6.0056,8.0664,5.1604,3.0714,4.2465,1.5054,6.2756,3.7487,2.6196,7.9205,9.9086,6.7081,0.9211,3.5851,9.8568,9.0280,4.6194,7.5028,4.2436,1.5396,9.5088,1.8130
Khach hang 58,9.5313,10.4910,4.0547,9.5036,8.8492,9.9290,6.4760,5.9044,9.5681,9.4384,11.5708,10.4323,12.0303,3.2794,10.2509,5.0716,5.0201,9.0160,10.0235,7.7733,3.1966,6.8103,12.1666,7.6318,10.9559,1.5683,11.6344,9.5773,1.5769,6.9039,11.4841,10.5250,1.5769,6.5831,7.8767,8.9207,7.7144,8.7947,12.1666,7.3091,7.7380,0.9916,3.5170,6.8581,4.8912,9.8408,11.3848,2.1827,9.9054,9.1372,9.6366,10.5237,9.7534,9.6458,11.9403,1.5769,2.0382,11.0216,0.0000,9.4656,1.8044,1.6400,8.7169,6.9039,10.3399,7.3821,8.2090,12.1666,8.7947,0.9882,4.9664,3.2872,3.4231,2.5809,8.3806,10.5136,9.3530,5.8320,8.4731,11.2041,1.9395,7.1389,9.1117,7.7001,10.3712,6.9152,9.0683,9.0948,2.4560,1.5683,9.4656,11.1888,9.7226,1.7081,2.2782,7.4005,8.7947,10.6950,9.9669,1.6736,12.3054
Khach hang 59,5.1274,5.8323,6.4653,7.3991,8.4727,1.5845,4.5829,5.2449,5.1642,5.0762,7.2087,8.3277,7.3526,7.9286,5.8225,4.3730,4.4245,6.5034,7.9190,2.0042,8.5550,6.1719,10.0621,7.4267,6.5520,9.3921,8.6156,5.2152,9.7745,3.9025,8.4653,1.4721,9.7745,5.4716,3.5930,5.9019,2.3663,8.7685,10.0621,4.9499,2.4101,8.8154,7.0391,7.0010,4.5534,2.8443,8.3661,8.9882,4.6985,2.0902,1.7166,7.0459,4.4568,1.7258,9.8358,9.7745,8.7053,6.6594,9.4894,0.0000,9.2991,9.8377,8.3404,3.9025,5.9360,4.8593,3.6865,10.0621,8.7685,9.4125,4.4782,7.9209,7.7449,8.5932,6.3229,7.4948,2.3565,7.1842,4.0692,9.0995,7.5499,5.9650,5.0111,4.4644,5.9673,3.8808,6.0495,5.8352,7.4040,9.3921,0.0000,6.5301,4.6296,9.3404,8.5115,4.6151,8.7685,7.6763,5.3082,8.9924,7.6276
Khach hang 60,9.3366,10.2963,3.8601,9.3089,8.6545,9.7343,6.2813,5.7097,9.3735,9.2437,11.3762,10.2376,11.8357,1.6180,10.0563,4.8770,4.8255,8.8213,9.8288,7.5787,1.5351,6.6156,11.9719,7.4371,10.7613,2.2853,11.4397,9.3827,2.6677,6.7092,11.2895,10.3303,2.6677,6.3884,7.6820,8.7260,7.5198,8.6001,11.9719,7.1145,7.5434,1.7086,2.8024,6.6635,4.6965,9.6462,11.1902,0.5212,9.7107,8.9425,9.4419,10.3290,9.5587,9.4511,11.7456,2.6677,1.8436,10.8269,1.8044,9.2710,0.0000,2.7308,8.5222,6.7092,10.1453,7.1875,8.0143,11.9719,8.6001,2.3056,4.7718,1.6257,1.7616,0.9194,8.1859,10.3189,9.1583,5.6373,8.2784,11.0094,1.7449,6.9443,8.9170,7.5054,10.1766,6.7205,8.8736,8.9002,2.2614,2.2853,9.2710,10.9942,9.5280,0.1795,1.1049,7.2059,8.6001,10.5004,9.7722,0.3491,12.1107
Khach hang 61,9.8558,10.8155,4.3792,9.8281,9.1737,10.2535,6.8005,6.2289,9.8926,9.7629,11.8953,10.7568,12.3548,4.0151,10.5754,5.3961,5.3446,9.3405,10.3480,8.0978,3.9322,7.1348,12.4911,7.9563,11.2804,0.4837,11.9589,9.9018,0.1496,7.2284,11.8086,10.8495,0.1496,6.9076,8.2012,9.2452,8.0389,9.1192,12.4911,7.6336,8.0625,1.0336,3.8415,7.1826,5.2157,10.1653,11.7093,2.9183,10.2298,9.4617,9.9610,10.8481,10.0779,9.9703,12.2648,0.1496,1.8664,11.3460,1.6400,9.7901,2.7070,0.0000,9.0414,7.2284,10.6644,7.7066,8.5335,12.4911,9.1192,0.7185,5.2909,4.0228,4.1587,3.3165,8.7051,10.8381,9.6775,6.1565,8.7976,11.5286,2.2640,7.4634,9.4362,8.0246,10.6957,7.2397,9.3927,9.4193,2.7805,0.4837,9.7901,11.5133,10.0471,2.6024,2.9024,7.7250,9.1192,11.0195,10.2914,2.6594,12.6298
Khach hang 62,5.2960,7.3213,4.8076,2.3645,0.1323,7.4012,4.6945,4.1228,5.5164,6.2356,7.5731,3.2773,8.0326,5.2855,6.3436,5.8649,5.8134,2.6528,2.8224,7.8358,5.9118,4.0512,5.0116,3.1784,6.7396,6.7490,4.6745,6.4540,7.1314,5.3709,5.2163,8.5769,7.1314,4.3305,5.3489,4.2953,6.9071,0.4282,5.0116,4.2351,6.8633,6.1723,4.9662,2.0238,5.6845,7.3131,5.1409,6.3450,7.0041,6.6094,7.1088,4.8957,6.9232,7.1180,4.7853,7.1314,6.0622,7.0315,6.8463,8.3399,6.6559,7.1945,0.0000,5.3709,5.9083,4.0709,6.8198,5.0116,0.4282,6.7693,5.7597,5.2777,5.4136,5.9500,2.0174,4.2696,6.8252,2.9149,5.8515,4.0491,4.9067,3.6784,4.7845,4.2245,5.9622,5.5222,3.8479,4.7677,4.7609,6.7490,8.3399,7.4033,7.0978,6.6972,5.8684,4.4575,0.4282,4.4511,6.8580,6.3492,8.3077
Khach hang 63,4.7483,5.7080,3.9246,5.7495,5.5032,4.4741,1.6930,1.4689,4.7852,4.6554,6.7878,6.6782,7.2473,5.3879,5.4680,1.8323,1.8838,4.8538,6.2694,2.4067,6.0142,2.7034,8.4125,4.2858,6.1730,6.8514,6.9661,4.7944,7.2338,0.0000,6.8158,5.6498,7.2338,2.4478,2.4218,4.2524,1.5362,5.4487,8.4125,2.6408,1.4924,6.2747,4.4983,3.5121,2.0127,4.3859,6.7165,6.4474,5.1224,3.3525,4.1817,5.8553,4.9704,4.1909,8.1862,7.2338,6.1646,6.2386,6.9487,3.9025,6.7583,7.2970,5.3709,0.0000,5.5570,2.7138,1.4763,8.4125,5.4487,6.8717,1.9375,5.3801,5.2041,6.0524,4.6734,5.8453,3.8981,3.4705,3.6901,7.4500,5.0092,3.0420,4.4244,2.9171,5.5883,0.1825,4.3999,4.4265,4.8633,6.8514,3.9025,6.4059,4.9397,6.7996,5.9708,2.6176,5.4487,6.0267,5.1839,6.4516,7.5224
Khach hang 64,1.6826,2.5262,7.0310,4.8802,6.0180,4.9936,4.0567,4.7188,1.3183,1.8840,1.7759,5.8089,2.2354,7.5088,1.5484,7.0591,7.0076,3.5100,5.4001,6.5737,8.1352,5.4895,5.7816,5.3808,0.9342,8.9723,4.6883,1.9063,9.3547,5.5590,3.9987,6.1693,9.3547,4.7938,3.5037,2.3789,6.5591,6.3139,5.7816,3.4607,6.5153,8.3956,7.1895,4.9550,6.8787,3.8710,3.1237,8.5684,2.8657,4.8201,4.7012,1.4075,2.8388,4.7104,5.5623,9.3547,8.2855,1.4387,9.0696,5.9323,8.8792,9.4179,5.8857,5.5590,0.0000,3.2965,6.1063,5.7816,6.3139,8.9927,6.9539,7.5011,7.6370,8.1734,3.8683,2.7730,4.3589,5.1382,2.0885,4.8167,7.1301,4.2241,2.1422,3.4502,0.2164,5.5217,2.5907,1.6834,6.9842,8.9723,5.9323,1.6816,3.4273,8.9206,8.0917,3.6832,6.3139,2.9545,2.0628,8.5726,2.5104
Khach hang 65,2.3349,4.3851,4.3100,3.1296,4.2032,3.9202,1.2661,1.7589,2.5553,3.2746,4.7694,4.0583,5.2289,5.2853,3.5399,4.0993,4.0478,2.2339,3.6495,5.0960,5.9117,2.6859,5.7926,3.1573,3.9359,6.7488,4.3461,3.4714,7.1312,2.7138,4.1958,5.0958,7.1312,1.7275,1.8679,1.6324,4.2255,4.4990,5.7926,0.2580,4.1817,6.1721,4.9660,2.7315,3.9188,3.8320,4.0966,6.3449,3.7994,3.1284,3.6277,3.2354,3.6475,3.6369,5.5663,7.1312,6.0620,4.2278,6.8461,4.8588,6.6557,7.1944,4.0709,2.7138,3.2253,0.0000,3.7727,5.7926,4.4990,6.7691,3.9941,5.2775,5.4135,5.9499,2.0535,3.2253,3.3441,2.9147,2.3672,4.8300,4.9066,1.5834,1.8234,0.7435,3.1585,2.8123,1.7800,1.8066,4.7607,6.7488,4.8588,4.5996,3.6167,6.6971,5.8682,0.4805,4.4990,3.4068,3.8610,6.3490,5.5040
Khach hang 66,5.2956,6.2553,5.2297,6.3991,6.9521,4.5776,2.8432,2.9178,5.3325,5.2027,7.3351,7.3278,7.7946,6.6930,6.0153,3.1374,3.1889,5.5034,6.9190,2.1906,7.3194,4.1523,9.0621,5.7347,6.7203,8.1565,7.6156,5.3417,8.5389,1.4763,7.4654,5.1377,8.5389,3.5980,2.8520,4.9019,1.3202,6.8976,9.0621,3.6997,1.2764,7.5798,5.8034,4.9610,3.3178,4.8162,7.3661,7.7525,5.6697,3.7827,4.3658,6.5049,5.5177,4.3566,8.8358,8.5389,7.4697,6.7859,8.2538,3.6865,8.0634,8.6021,6.8198,1.4763,6.1043,3.7727,0.0000,9.0621,6.8976,8.1768,3.2426,6.6852,6.5092,7.3576,5.3230,6.4948,4.3283,4.9194,4.2374,8.0996,6.3143,4.1922,4.9716,3.4644,6.1356,1.2976,5.0495,5.0761,6.1684,8.1565,3.6865,6.9532,5.4870,8.1047,7.2759,3.5054,6.8976,6.6763,5.7312,7.7567,8.0697
Khach hang 67,6.6703,8.5456,8.2573,2.8457,5.1439,9.1229,7.0125,7.4576,6.7194,7.6100,8.7974,2.7030,9.2569,8.7352,7.5678,9.3146,9.2631,4.3103,2.4543,10.3854,9.3616,7.5009,0.0000,5.8633,7.9639,10.1987,2.5475,7.6782,10.5811,8.4125,3.9664,10.2986,10.5811,7.2899,7.0706,5.7669,9.5149,5.4397,0.0000,5.9568,9.4711,9.6220,8.4159,5.3514,9.1342,9.0348,6.4571,9.7947,8.3784,8.3311,8.8305,6.1200,8.2975,8.8397,0.5372,10.5811,9.5119,8.2557,10.2960,10.0615,10.1056,10.6443,5.0116,8.4125,7.1326,5.7926,9.0621,0.0000,5.4397,10.2190,9.2094,8.7274,8.8633,9.3998,3.8593,5.1688,8.5469,6.3646,7.2258,2.2339,8.3565,6.7201,6.5062,5.9462,7.1864,8.4775,5.1701,6.1420,8.2106,10.1987,10.0615,8.6275,8.5646,10.1469,9.3181,6.1792,5.4397,4.9864,8.0823,9.7989,9.5319
Khach hang 68,5.7241,7.7495,4.8855,2.7927,0.5605,7.8294,4.7723,4.2007,5.9446,6.6638,8.0013,3.7054,8.4608,5.3633,6.7718,5.9427,5.8912,3.0810,3.2505,7.9137,5.9897,4.1290,5.4397,3.5230,7.1678,6.8268,5.1027,6.8821,7.2092,5.4487,5.6445,9.0050,7.2092,4.4084,5.7771,4.7234,6.9849,0.0000,5.4397,4.6632,6.9411,6.2501,5.0440,2.4341,5.7623,7.7412,5.5690,6.4229,7.4323,7.0376,7.5369,5.3239,7.3513,7.5462,5.2134,7.2092,6.1400,7.4597,6.9241,8.7680,6.7337,7.2724,0.4282,5.4487,6.3365,4.4990,6.8976,5.4397,0.0000,6.8472,5.8376,5.3556,5.4915,6.0279,2.4456,4.6978,7.2534,2.9927,6.2796,4.4772,4.9846,3.7562,5.2127,4.6527,6.3903,5.6000,4.2761,5.1958,4.8387,6.8268,8.7680,7.8314,7.5259,6.7751,5.9462,4.8857,0.0000,4.8793,7.2862,6.4271,8.7358
Khach hang 69,9.4543,10.4140,3.9777,9.4266,8.7722,9.8520,6.3990,5.8274,9.4912,9.3614,11.4938,10.3553,11.9533,3.6136,10.1740,4.9946,4.9431,8.9390,9.9465,7.6963,3.5308,6.7333,12.0896,7.5548,10.8790,0.7142,11.5574,9.5004,0.6553,6.8269,11.4071,10.4480,0.6553,6.5061,7.7997,8.8437,7.6375,8.7178,12.0896,7.2321,7.6610,0.6101,3.4400,6.7812,4.8142,9.7639,11.3079,2.5169,9.8284,9.0602,9.5596,10.4467,9.6764,9.5688,11.8633,0.6553,1.5816,10.9446,0.9882,9.3886,2.3056,0.7185,8.6399,6.8269,10.2630,7.3052,8.1320,12.0896,8.7178,0.0000,4.8894,3.6213,3.7573,2.9151,8.3036,10.4366,9.2760,5.7550,8.3961,11.1271,1.8626,7.0619,9.0347,7.6231,10.2943,6.8382,8.9913,9.0179,2.3791,0.7142,9.3886,11.1119,9.6457,2.2010,2.5010,7.3236,8.7178,10.6181,9.8899,2.2579,12.2284
Khach hang 70,6.1432,7.1029,1.9871,6.5464,5.8920,5.4130,3.0879,2.5163,6.1800,6.0503,8.1827,7.4751,8.6422,3.4504,6.8629,0.1052,0.0537,6.1341,7.0663,2.8069,4.0768,3.4222,9.2094,4.6746,7.5679,4.9139,8.2463,6.1893,5.2963,1.9375,8.0960,5.5586,5.2963,3.1950,4.4886,5.5326,2.7480,5.8376,9.2094,3.9210,2.7716,4.3372,2.5609,3.9010,0.0752,6.2215,7.9968,4.5100,6.5173,5.1938,5.2013,7.1356,6.3653,5.1920,8.9831,5.2963,4.2271,7.6335,5.0112,4.4992,4.8209,5.3595,5.7597,1.9375,6.9518,3.9941,3.2426,9.2094,5.8376,4.9343,0.0000,3.4427,3.2667,4.1150,5.4234,7.1255,5.7336,3.2329,5.0850,8.2469,3.0717,3.7508,5.7236,4.3120,6.9832,1.9488,5.6802,5.7068,2.9258,4.9139,4.4992,7.8008,6.3346,4.8622,4.0333,4.0125,5.8376,7.3070,6.5788,4.5142,8.9173
Khach hang 71,7.9544,8.9141,2.6273,8.1366,7.4821,8.3521,4.8991,4.3275,7.9913,7.8615,9.9940,9.0652,10.4534,0.3162,8.6741,3.4875,3.4360,7.9453,8.6565,6.1892,0.9426,5.2334,10.7996,6.2647,9.3791,3.8578,10.0575,8.0005,4.2402,5.3198,9.9072,8.9409,4.2402,5.0062,6.2998,7.3438,6.1303,7.4277,10.7996,5.7322,6.1539,3.2811,1.1768,5.4911,3.3071,8.2640,9.8080,1.3758,8.3285,7.5603,8.0597,8.9468,8.1765,8.0689,10.5733,4.2402,3.1710,9.4447,3.5481,7.8815,1.8958,4.3034,7.3498,5.3198,8.7631,5.8053,6.6249,10.7996,7.4277,3.8781,3.3823,0.0000,0.1359,0.9808,7.0136,8.9367,7.7761,4.4650,6.8962,9.8370,2.1203,5.5621,7.5348,6.1232,8.7944,5.3311,7.4914,7.5180,1.8064,3.8578,7.8815,9.6120,8.1458,1.8489,1.5533,5.8237,7.4277,9.1182,8.3900,2.0018,10.7285
Khach hang 72,7.8372,8.7969,2.5101,8.0193,7.3649,8.2349,4.7819,4.2103,7.8740,7.7443,9.8767,8.9480,10.3362,0.1803,8.5569,3.3703,3.3188,7.8281,8.5392,6.0720,0.8067,5.1162,10.6823,6.1475,9.2619,3.7219,9.9403,7.8832,4.1043,5.2025,9.7900,8.8237,4.1043,4.8890,6.1826,7.2266,6.0131,7.3105,10.6823,5.6150,6.0367,3.1452,1.0595,5.3739,3.1899,8.1468,9.6907,1.2399,8.2113,7.4431,7.9425,8.8296,8.0593,7.9517,10.4560,4.1043,3.0351,9.3275,3.4122,7.7643,1.7599,4.1674,7.2326,5.2025,8.6458,5.6881,6.5077,10.6823,7.3105,3.7422,3.2651,0.2410,0.0000,0.8449,6.8963,8.8195,7.6589,4.3477,6.7790,9.7198,1.9844,5.4448,7.4176,6.0060,8.6771,5.2139,7.3742,7.4008,1.6705,3.7219,7.7643,9.4948,8.0286,1.7130,1.4174,5.7064,7.3105,9.0010,8.2728,1.8659,10.6113
Khach hang 73,8.6666,9.6263,3.1900,8.6389,7.9845,9.0643,5.6113,5.0397,8.7034,8.5737,10.7061,9.5676,11.1656,0.7231,9.3863,4.2069,4.1554,8.1513,9.1588,6.9086,0.6403,5.9456,11.3019,6.7671,10.0913,2.8770,10.7697,8.7126,3.2594,6.0392,10.6194,9.6603,3.2594,5.7184,7.0120,8.0560,6.8498,7.9300,11.3019,6.4444,6.8733,2.3003,1.9076,5.9934,4.0265,8.9762,10.5202,0.3950,9.0407,8.2725,8.7719,9.6590,8.8887,8.7811,11.0756,3.2594,2.1902,10.1569,2.5673,8.6009,0.9151,3.3226,7.8522,6.0392,9.4752,6.5175,7.3443,11.3019,7.9300,2.8973,4.1017,0.7308,0.8667,0.0000,7.5159,9.6489,8.4883,4.9673,7.6084,10.3394,2.0915,6.2742,8.2470,6.8354,9.5066,6.0505,8.2036,8.2302,1.4603,2.8770,8.6009,10.3242,8.8580,0.8682,0.5726,6.5359,7.9300,9.8304,9.1022,1.0211,11.4407
