,Kho trung tam Vinh,Khach hang 01,Khach hang 02,Khach hang 03,Khach hang 04,Khach hang 05,Khach hang 06,Khach hang 07,Khach hang 08,Khach hang 09,Khach hang 10,Khach hang 11,Khach hang 12,Khach hang 13,Khach hang 14,Khach hang 15,Khach hang 16,Khach hang 17,Khach hang 18,Khach hang 19,Khach hang 20,Khach hang 21,Khach hang 22,Khach hang 23,Khach hang 24,Khach hang 25,Khach hang 26,Khach hang 27,Khach hang 28,Khach hang 29,Khach hang 30,Khach hang 31,Khach hang 32,Khach hang 33,Khach hang 34,Khach hang 35,Khach hang 36,Khach hang 37,Khach hang 38,Khach hang 39,Khach hang 40,Khach hang 41,Khach hang 42,Khach hang 43,Khach hang 44,Khach hang 45,Khach hang 46,Khach hang 47,Khach hang 48,Khach hang 49,Khach hang 50,Khach hang 51,Khach hang 52,Khach hang 53,Khach hang 54,Khach hang 55,Khach hang 56,Khach hang 57,Khach hang 58,Khach hang 59,Khach hang 60,Khach hang 61,Khach hang 62,Khach hang 63,Khach hang 64,Khach hang 65,Khach hang 66,Khach hang 67,Khach hang 68,Khach hang 69,Khach hang 70,Khach hang 71,Khach hang 72,Khach hang 73,Khach hang 74,Khach hang 75,Khach hang 76,Khach hang 77,Khach hang 78,Khach hang 79,Khach hang 80,Khach hang 81,Khach hang 82,Khach hang 83,Khach hang 84,Khach hang 85,Khach hang 86,Khach hang 87,Khach hang 88,Khach hang 89,Khach hang 90,Khach hang 91,Khach hang 92,Khach hang 93,Khach hang 94,Khach hang 95,Khach hang 96,Khach hang 97,Khach hang 98,Khach hang 99,Khach hang 100
Khach hang 60,907.54,1000.81,385.44,962.53,909.47,946.41,607.23,553.52,907.53,894.94,1106.24,1060.53,1154.06,158.41,974.86,471.07,466.01,909.78,1016.02,747.40,150.36,652.57,1244.83,760.30,1043.56,236.51,1143.99,908.09,277.00,656.99,1120.75,1024.31,277.00,626.32,746.57,855.81,743.45,904.58,1244.83,693.92,746.05,177.43,279.54,688.75,453.34,936.07,1109.53,52.01,942.94,876.32,915.88,1018.63,933.78,916.90,1219.83,277.00,184.78,1052.97,191.02,916.25,0.00,283.97,895.98,656.99,982.35,701.12,801.14,1244.83,904.58,242.00,460.73,159.15,172.38,90.67,843.82,1018.58,888.12,577.85,801.23,1140.52,170.82,688.87,873.32,726.84,988.22,658.23,873.84,870.72,222.22,236.51,916.25,1067.53,934.91,18.86,113.80,702.05,904.58,1037.30,946.72,36.96,1180.72
Khach hang 61,965.55,1058.83,443.45,1020.54,967.49,1004.43,665.25,611.53,965.55,952.95,1164.25,1118.54,1212.07,400.69,1032.87,529.08,524.02,967.80,1074.03,805.42,392.64,710.59,1302.84,818.32,1101.58,51.39,1202.00,966.10,16.53,715.00,1178.77,1082.32,16.53,684.33,804.58,913.83,801.46,962.60,1302.84,751.93,804.06,113.94,382.30,746.76,511.35,994.08,1167.54,294.29,1000.95,934.34,973.90,1076.64,991.79,974.91,1277.85,16.53,201.53,1110.98,180.11,974.26,286.12,0.00,954.00,715.00,1040.36,759.14,859.15,1302.84,962.60,78.32,518.74,401.43,414.66,332.95,901.83,1076.60,946.13,635.86,859.24,1198.54,228.84,746.88,931.33,784.86,1046.24,716.25,931.85,928.73,280.23,51.39,974.26,1125.54,992.93,272.72,295.85,760.06,962.60,1095.32,1004.74,270.65,1238.74
Khach hang 62,528.97,736.75,506.83,254.85,13.49,737.14,507.70,453.99,551.15,619.97,762.10,352.37,809.92,536.96,638.89,631.53,626.46,271.69,305.43,837.04,597.79,446.95,536.67,339.43,677.43,676.52,501.45,646.99,717.00,592.44,535.59,858.82,717.00,477.81,537.29,441.63,762.12,47.29,536.67,428.12,757.28,617.43,508.42,219.67,613.79,726.79,526.63,639.78,694.61,667.04,706.61,501.08,689.63,707.62,511.68,717.00,609.93,709.41,687.18,842.64,668.60,723.98,0.00,592.44,608.44,410.85,752.48,536.67,47.29,682.01,621.19,536.43,549.66,601.45,205.72,435.69,678.84,317.12,580.03,432.36,497.29,405.78,478.67,424.07,606.30,609.15,391.10,476.07,486.83,676.52,842.64,744.00,719.90,669.13,599.89,452.34,47.29,454.41,690.86,636.89,836.58
Khach hang 63,486.41,579.68,406.29,598.33,605.93,467.34,186.10,162.24,486.40,473.81,685.11,696.33,732.93,530.22,553.73,185.92,190.98,509.37,651.82,265.82,591.05,297.59,880.64,456.76,622.43,669.78,733.98,486.96,710.26,0.00,710.75,589.02,710.26,266.17,267.50,445.81,169.68,601.04,880.64,283.91,164.84,610.69,448.24,385.21,203.65,457.00,699.52,633.04,521.81,370.29,436.81,608.62,512.64,437.83,855.64,710.26,603.18,631.84,680.44,431.04,661.86,717.23,592.44,0.00,561.21,291.12,163.06,880.64,601.04,675.26,196.26,529.68,517.24,594.71,485.87,608.58,409.04,378.69,380.10,776.33,490.55,331.80,463.12,305.71,567.09,20.15,463.83,460.71,480.09,669.78,431.04,646.40,513.78,662.38,593.15,280.91,601.04,627.30,525.59,630.14,759.59
Khach hang 64,170.61,252.59,688.73,506.29,619.59,504.36,396.38,463.02,130.88,187.28,179.64,604.29,227.46,718.86,154.73,692.71,687.65,365.02,559.78,680.71,779.69,561.35,591.86,543.87,94.95,858.42,498.34,188.43,898.90,561.42,410.42,626.04,898.90,487.46,350.79,239.82,677.69,653.39,591.86,343.66,672.85,799.34,690.32,480.96,674.98,386.78,317.40,821.68,284.16,493.73,473.83,150.64,280.77,474.85,567.01,898.90,791.83,145.09,869.08,609.87,850.50,905.88,606.10,561.42,0.00,326.39,627.68,591.86,653.39,863.91,682.37,718.33,731.56,783.35,400.37,295.21,434.73,499.02,205.58,496.63,679.19,421.58,214.95,339.61,23.54,563.11,272.54,167.59,668.73,858.42,609.87,166.31,347.38,851.03,781.79,367.89,653.39,313.94,206.71,818.79,254.12
Khach hang 65,232.86,438.31,438.19,317.58,424.34,389.65,134.81,181.60,255.04,323.86,474.79,415.59,522.61,503.60,351.58,411.29,406.23,228.62,371.08,555.57,564.43,282.06,599.89,328.61,390.12,643.16,453.23,345.59,683.64,291.12,430.00,511.33,683.64,184.94,189.80,165.06,459.43,458.14,599.89,27.64,454.59,584.07,475.06,265.70,393.56,379.31,418.77,606.42,380.44,319.56,359.12,327.87,371.27,360.14,574.89,683.64,576.57,422.10,653.82,495.16,635.24,690.62,410.85,291.12,323.60,0.00,409.42,599.89,458.14,648.64,400.95,503.06,516.30,568.09,205.12,327.83,331.35,283.76,238.73,495.58,463.93,163.79,182.56,76.58,318.99,301.99,183.09,179.96,453.47,643.16,495.16,456.70,372.41,635.76,566.53,51.87,458.14,346.55,384.22,603.52,549.28
Khach hang 66,552.67,645.95,550.44,666.28,765.97,503.29,313.15,322.28,552.67,540.07,751.37,764.28,799.19,674.37,619.99,330.07,335.13,577.32,719.77,241.96,735.20,457.62,948.59,616.80,688.70,813.93,801.93,553.22,854.41,163.06,778.70,567.48,854.41,393.21,315.01,513.76,145.82,761.08,948.59,402.21,140.98,754.85,592.40,545.24,347.80,504.51,767.47,777.19,588.07,417.81,481.48,676.57,578.91,480.46,923.59,854.41,747.34,698.10,824.59,407.18,806.01,861.39,752.48,163.06,627.48,409.42,0.00,948.59,761.08,819.42,340.41,673.84,661.39,738.86,553.82,676.53,456.56,538.73,446.36,844.28,634.70,458.84,529.39,371.98,633.36,143.33,531.78,528.66,624.24,813.93,407.18,712.66,580.05,806.54,737.30,384.60,761.08,695.25,591.85,774.30,825.86
Khach hang 67,704.48,895.12,855.68,303.76,550.16,926.18,717.29,771.12,712.66,795.48,920.47,291.29,968.30,885.81,797.26,980.37,975.31,454.18,263.83,1094.74,946.64,795.80,0.00,619.23,835.80,1025.37,279.92,805.36,1065.85,880.64,435.34,1047.86,1065.85,760.95,726.33,616.56,998.60,583.96,0.00,617.16,993.76,966.28,857.27,560.82,962.64,915.83,691.40,988.63,870.12,856.08,895.65,659.46,865.15,896.66,59.33,1065.85,958.78,867.78,1036.03,1031.68,1017.45,1072.83,536.67,880.64,766.82,599.89,948.59,0.00,583.96,1030.86,970.04,885.27,898.51,950.30,408.53,560.15,867.88,665.97,755.55,243.27,846.14,695.07,667.71,613.11,764.68,884.01,556.29,651.59,835.68,1025.37,1031.68,902.38,897.34,1017.98,948.74,641.38,583.96,541.34,849.23,985.74,994.96
Khach hang 68,576.26,784.04,515.43,302.15,60.78,784.43,516.30,462.59,598.44,667.26,809.39,399.66,857.21,545.56,686.18,640.13,635.06,318.98,352.72,845.64,606.39,455.55,583.96,373.30,724.72,685.12,548.74,694.28,725.60,601.04,582.88,906.11,725.60,486.41,584.58,488.92,770.72,0.00,583.96,475.41,765.88,626.03,517.02,266.93,622.39,774.08,573.92,648.38,741.90,714.34,753.90,548.37,736.92,754.92,558.97,725.60,618.53,756.70,695.78,889.93,677.20,732.58,47.29,601.04,655.73,458.14,761.08,583.96,0.00,690.61,629.79,545.03,558.26,610.05,253.02,482.98,726.13,325.72,627.32,479.66,505.89,414.38,525.96,471.36,653.59,617.75,438.40,523.36,495.43,685.12,889.93,791.30,767.19,677.73,608.49,499.64,0.00,501.70,738.15,645.49,883.87
Khach hang 69,921.43,1014.71,399.33,976.42,923.37,960.30,621.13,567.41,921.43,908.83,1120.13,1074.42,1167.95,356.57,988.75,484.96,479.90,923.68,1029.91,761.30,348.52,666.47,1258.72,774.20,1057.46,75.82,1157.88,921.98,71.35,670.88,1134.65,1038.20,71.35,640.21,760.46,869.71,757.34,918.47,1258.72,707.81,759.94,67.38,338.18,702.64,467.23,949.96,1123.42,250.17,956.83,890.21,929.78,1032.52,947.67,930.79,1233.73,71.35,174.04,1066.86,109.15,930.14,242.00,78.32,909.87,670.88,996.24,715.01,815.03,1258.72,918.47,0.00,474.62,357.30,370.54,288.83,857.71,1032.48,902.01,591.74,815.12,1154.42,184.71,702.76,887.21,740.73,1002.11,672.13,887.73,884.61,236.11,75.82,930.14,1081.42,948.81,228.60,251.73,715.94,918.47,1051.20,960.61,226.53,1194.62
Khach hang 70,607.37,700.64,210.03,687.73,634.68,552.85,307.06,253.35,607.36,594.76,806.06,785.73,853.89,333.96,674.69,10.34,5.28,619.20,741.22,286.67,394.79,352.40,970.04,485.51,743.39,473.52,843.82,607.91,514.00,196.26,820.58,563.58,514.00,326.14,446.39,555.64,282.72,629.79,970.04,393.75,285.32,414.43,251.99,413.95,7.39,623.11,809.35,436.78,642.77,525.59,531.03,718.46,633.60,530.01,945.04,514.00,406.93,752.79,484.18,455.52,465.60,520.98,621.19,196.26,682.17,400.95,340.41,970.04,629.79,479.01,0.00,333.42,320.98,398.45,569.02,718.41,575.16,346.90,501.06,865.73,294.29,388.70,573.15,426.67,688.05,197.50,573.67,570.54,283.83,473.52,455.52,767.36,634.74,466.13,396.89,401.87,629.79,737.13,646.55,433.89,880.55
Khach hang 71,777.02,870.29,275.52,850.76,797.71,815.89,476.71,422.99,777.01,764.41,975.71,948.77,1023.54,30.73,844.33,340.01,334.95,788.85,904.26,616.34,91.56,522.05,1133.07,648.54,913.04,376.80,1013.46,777.56,417.28,525.93,990.23,893.25,417.28,495.79,616.04,725.29,612.39,792.82,1133.07,563.40,614.99,317.71,120.39,576.99,322.28,805.54,979.00,133.55,812.41,745.80,785.36,888.10,803.25,786.38,1108.07,417.28,310.21,922.44,357.02,785.19,185.46,424.26,784.22,525.93,851.82,570.60,670.08,1133.07,792.82,382.28,329.67,0.00,13.23,95.22,732.06,888.06,757.59,466.09,670.70,1028.76,203.78,558.34,742.79,596.32,857.70,527.17,743.31,740.19,181.98,376.80,785.19,937.00,804.39,179.47,154.28,571.52,792.82,906.78,816.20,195.95,1050.20
Khach hang 72,765.69,858.96,264.19,839.43,786.38,804.56,465.38,411.66,765.68,753.08,964.38,937.44,1012.21,17.50,833.00,328.68,323.62,777.52,892.93,605.01,78.33,510.72,1121.74,637.21,901.71,363.56,1002.13,766.23,404.05,514.60,978.90,881.92,404.05,484.46,604.71,713.96,601.06,781.49,1121.74,552.07,603.66,304.48,109.06,565.66,310.95,794.21,967.67,120.32,801.08,734.47,774.03,876.77,791.92,775.05,1096.74,404.05,296.97,911.11,343.79,773.86,172.22,411.02,772.89,514.60,840.49,559.27,658.75,1121.74,781.49,369.05,318.34,23.39,0.00,81.99,720.73,876.73,746.26,454.76,659.37,1017.43,190.54,547.02,731.46,584.99,846.37,515.84,731.98,728.86,168.74,363.56,773.86,925.67,793.06,166.24,141.04,560.19,781.49,895.45,804.87,182.71,1038.87
Khach hang 73,844.19,937.47,322.09,899.18,846.13,883.06,543.89,490.17,844.19,831.59,1042.89,997.18,1090.71,70.24,911.51,407.72,402.66,846.44,952.67,684.06,62.19,589.23,1181.48,696.95,980.22,281.58,1080.64,844.74,322.06,593.64,1057.41,960.96,322.06,562.97,683.22,792.47,680.10,841.23,1181.48,630.57,682.70,222.49,191.37,625.40,389.99,872.72,1046.18,38.33,879.59,812.97,852.54,955.28,870.43,853.55,1156.49,322.06,214.98,989.62,261.80,852.90,90.24,329.03,832.63,593.64,919.00,637.77,737.79,1181.48,841.23,287.06,397.38,70.98,84.22,0.00,780.47,955.24,824.77,514.50,737.88,1077.18,201.03,625.52,809.97,663.49,924.87,594.89,810.49,807.37,154.40,281.58,852.90,1004.18,871.57,84.25,59.05,638.70,841.23,973.96,883.37,100.72,1117.37
Khach hang 74,323.25,531.02,454.67,126.23,219.21,531.41,322.52,376.35,345.42,414.24,556.37,224.23,604.20,484.80,433.17,579.36,574.30,65.97,179.72,699.98,545.63,394.79,408.53,218.22,471.70,624.36,353.10,441.27,664.84,485.87,329.87,653.09,664.84,366.19,331.57,235.91,603.83,253.02,408.53,222.39,599.00,565.27,456.26,159.81,561.63,521.07,320.90,587.62,488.88,461.32,500.88,295.36,483.91,501.90,383.54,664.84,557.77,503.69,635.02,636.92,616.44,671.82,205.72,485.87,402.72,205.12,553.82,408.53,253.02,629.84,569.02,484.26,497.50,549.29,0.00,229.96,473.12,264.96,374.31,304.23,445.13,300.31,272.95,218.34,400.58,489.25,185.38,270.35,434.67,624.36,636.92,538.28,514.18,616.96,547.73,246.62,253.02,248.68,485.14,584.72,630.86
Khach hang 75,314.34,466.64,685.57,336.81,450.12,654.48,445.59,499.42,284.19,371.48,461.01,428.70,508.84,715.70,368.79,729.12,724.05,195.54,390.30,823.05,776.53,563.15,387.08,445.18,345.76,855.26,292.76,376.89,895.74,608.94,205.64,776.17,895.74,489.26,454.64,226.42,726.91,483.92,387.08,345.46,722.07,796.17,687.16,390.71,711.38,553.08,143.62,818.52,468.37,584.39,623.95,159.19,464.97,624.97,362.23,895.74,788.67,426.47,865.92,759.99,847.34,902.72,436.62,608.94,295.19,328.20,676.89,387.08,483.92,860.74,718.78,715.16,728.40,780.19,230.90,0.00,596.19,495.86,365.40,291.85,676.03,423.38,285.67,341.41,294.83,612.32,166.14,239.49,665.57,855.26,759.99,447.69,507.20,847.86,778.63,369.69,483.92,18.72,420.76,815.62,535.50
Khach hang 76,364.97,353.93,625.80,586.19,692.95,93.43,302.57,369.21,360.50,275.69,486.99,684.19,512.03,757.51,351.89,565.24,570.30,497.23,639.68,343.72,818.34,469.67,868.50,597.22,452.18,897.07,721.84,288.84,937.55,409.66,691.07,215.11,937.55,395.63,208.61,427.70,383.71,726.75,868.50,342.04,388.55,837.98,675.53,534.31,581.17,47.95,685.85,860.33,239.60,156.74,62.90,551.33,215.59,63.92,843.50,937.55,830.48,433.72,907.73,246.90,889.15,944.53,679.46,409.66,435.32,331.97,457.18,868.50,726.75,902.55,575.58,756.97,747.88,822.00,473.73,596.44,0.00,552.36,265.88,764.19,717.84,447.03,355.75,291.89,441.19,392.61,451.69,431.28,707.38,897.07,246.90,420.65,236.10,889.67,820.44,314.15,726.75,615.16,299.84,857.43,538.69
Khach hang 77,449.07,665.65,211.20,426.31,373.26,637.19,298.01,244.30,471.25,540.07,691.00,524.31,738.83,283.48,567.79,357.24,352.18,373.57,479.80,566.43,344.30,284.53,708.61,224.09,606.33,423.03,660.70,575.90,463.51,378.69,637.47,758.88,463.51,315.39,437.35,381.27,543.24,368.36,708.61,348.22,543.53,363.95,254.93,152.53,339.51,626.85,628.51,386.29,614.71,567.10,606.66,544.09,609.73,607.68,683.62,463.51,356.44,638.31,433.69,735.27,415.11,470.49,359.76,378.69,539.81,330.95,538.73,708.61,368.36,428.52,346.90,282.94,296.17,347.97,307.60,537.56,578.90,0.00,492.01,604.31,243.80,243.35,398.78,344.17,535.21,395.40,399.30,396.17,233.34,423.03,735.27,672.91,625.70,415.64,346.41,372.45,368.36,556.29,618.49,383.40,765.49
Khach hang 78,130.57,246.69,538.29,486.33,593.09,323.04,215.06,281.70,130.57,127.12,350.50,584.34,398.33,670.01,220.73,511.39,506.33,347.94,539.83,499.40,730.83,382.16,642.57,497.36,266.59,809.56,491.20,153.96,850.05,380.10,461.13,444.72,850.05,308.13,169.47,193.30,496.37,626.89,642.57,254.53,491.54,750.48,588.03,434.45,493.66,231.86,456.74,772.83,188.81,312.42,292.51,321.39,179.65,293.53,617.72,850.05,742.97,297.81,820.23,428.55,801.65,857.02,579.60,380.10,205.38,238.73,446.36,642.57,626.89,815.05,501.06,669.47,660.37,734.50,373.87,365.79,264.75,452.51,0.00,547.34,630.34,359.52,120.33,162.15,211.25,381.79,232.67,196.89,619.87,809.56,428.55,313.40,180.79,802.17,732.94,226.64,626.89,384.51,192.60,769.93,424.99
Khach hang 79,508.79,699.42,751.37,199.45,445.85,821.87,612.98,666.81,516.97,599.79,724.77,186.98,772.60,781.50,601.57,876.07,871.01,349.87,159.52,990.44,842.33,691.50,243.27,514.93,640.10,921.06,69.08,609.67,961.54,776.33,239.64,943.55,961.54,656.64,622.02,420.86,894.29,479.66,243.27,512.85,889.45,861.98,752.96,456.51,858.33,747.53,495.70,884.32,674.43,751.78,791.34,463.76,669.45,792.36,218.28,961.54,854.47,672.09,931.72,927.37,913.14,968.52,432.36,776.33,571.12,495.58,844.28,243.27,479.66,926.55,865.73,780.97,794.20,845.99,304.23,364.46,763.57,561.66,559.85,0.00,741.83,590.77,480.12,508.80,568.98,779.71,360.59,455.89,731.37,921.06,927.37,706.68,701.65,913.67,844.43,537.08,479.66,345.64,653.54,881.43,799.26
Khach hang 80,736.72,829.99,214.61,791.70,738.65,775.59,436.41,382.70,736.71,724.11,935.41,889.71,983.24,182.01,804.04,300.25,295.19,738.96,845.20,576.58,242.83,481.75,1074.01,589.48,872.74,179.23,973.17,737.26,219.71,486.16,949.93,853.49,219.71,455.49,575.75,684.99,572.62,733.76,1074.01,523.10,575.23,120.14,153.47,517.93,282.51,765.25,938.70,163.24,772.12,705.50,745.06,847.81,762.95,746.08,1049.01,219.71,112.64,882.15,189.89,745.42,171.31,226.69,725.16,486.16,811.52,530.30,630.32,1074.01,733.76,184.71,289.91,181.47,194.70,201.90,673.00,847.76,717.29,407.03,630.41,969.70,0.00,518.05,702.50,556.02,817.40,487.41,703.02,699.89,51.40,179.23,745.42,896.71,764.09,171.83,164.80,531.22,733.76,866.48,775.90,139.59,1009.90
Khach hang 81,436.67,573.34,347.90,413.91,360.85,518.94,179.76,172.62,458.85,467.47,678.60,511.91,726.43,378.03,547.39,399.04,393.98,361.17,467.40,591.44,438.86,139.77,696.21,211.68,593.93,517.59,648.30,480.62,558.07,331.80,625.07,640.63,558.07,84.13,319.10,368.87,501.48,355.96,696.21,215.81,496.64,458.50,349.49,140.13,381.30,508.60,616.11,480.85,515.47,448.85,488.41,531.69,506.31,489.43,671.22,558.07,451.00,625.50,528.25,624.45,509.67,565.05,347.36,331.80,527.41,223.01,458.84,696.21,355.96,523.08,388.70,377.50,390.73,442.52,295.20,525.16,460.65,155.82,373.76,591.90,338.36,0.00,386.37,289.22,522.80,342.68,386.90,383.77,327.90,517.59,624.45,640.06,507.45,510.20,440.96,226.00,355.96,543.88,519.25,477.96,753.09
Khach hang 82,71.94,295.45,541.90,386.01,492.77,419.11,296.96,350.79,94.12,162.94,359.75,484.02,407.57,572.03,236.54,580.48,575.42,263.53,439.51,595.46,632.86,414.51,568.89,397.04,275.84,711.59,410.68,201.75,752.07,460.31,387.45,540.79,752.07,340.62,252.49,112.79,578.27,526.57,568.89,196.83,573.43,652.50,543.49,334.13,562.75,310.68,376.22,674.85,237.58,408.48,388.58,264.28,232.60,389.60,544.04,752.07,645.00,307.06,722.25,524.62,703.67,759.05,479.28,460.31,214.62,179.56,528.26,568.89,526.57,717.07,570.14,571.49,584.73,636.52,273.55,285.28,358.63,352.19,120.33,473.66,532.36,274.74,0.00,192.78,220.50,463.68,152.16,116.37,521.90,711.59,524.62,341.65,264.11,704.19,634.96,221.06,526.57,304.00,241.36,671.95,434.23
Khach hang 83,245.05,361.73,463.91,330.80,437.56,349.57,140.68,207.32,268.26,255.86,467.15,428.80,514.98,516.82,335.78,437.01,431.95,241.84,384.29,518.13,577.65,307.78,613.11,341.83,403.34,656.38,466.45,269.00,696.86,305.71,443.22,471.25,696.86,233.74,139.37,178.28,421.99,471.36,613.11,93.85,417.15,597.29,488.28,278.92,419.28,339.22,431.99,619.64,303.86,279.47,319.04,341.09,294.69,320.05,588.11,696.86,589.78,413.89,667.04,455.07,648.46,703.84,424.07,305.71,336.82,76.58,371.98,613.11,471.36,661.86,426.67,516.28,529.52,581.31,218.34,341.05,291.27,296.97,162.15,508.80,477.15,200.09,195.78,0.00,332.21,307.40,196.30,193.18,466.69,656.38,455.07,428.45,295.83,648.98,579.75,90.98,471.36,359.77,307.64,616.74,541.64
Khach hang 84,179.20,261.18,688.38,505.92,619.23,512.95,404.97,471.61,139.47,195.87,189.36,603.92,237.19,718.52,163.33,701.30,696.24,364.65,559.41,689.31,779.35,561.00,591.50,543.53,104.67,858.07,497.98,197.02,898.56,570.01,410.05,634.63,898.56,487.11,359.38,239.47,686.28,653.03,591.50,343.31,681.45,798.99,689.98,480.62,683.57,395.37,317.04,821.34,292.75,502.33,482.42,150.27,289.36,483.44,566.64,898.56,791.48,154.81,868.74,618.46,850.16,905.53,605.73,570.01,23.54,326.05,636.27,591.50,653.03,863.56,690.97,717.98,731.21,783.01,400.01,294.85,443.32,498.67,214.17,496.27,678.85,421.23,220.75,339.26,0.00,571.70,272.17,167.24,668.39,858.07,618.46,176.03,355.97,850.68,781.45,367.54,653.03,313.57,215.30,818.44,263.85
Khach hang 85,488.10,581.37,407.54,601.71,622.64,450.29,196.98,178.95,488.10,475.50,686.80,699.71,734.62,531.47,555.42,187.16,192.23,512.74,655.20,263.43,592.30,314.30,884.01,473.47,624.12,671.02,737.36,488.65,711.51,20.15,714.13,571.97,711.51,277.05,250.44,449.19,167.29,617.75,884.01,294.79,162.45,611.94,449.49,401.92,204.90,439.94,702.90,634.29,523.50,353.24,419.76,612.00,514.34,420.78,859.02,711.51,604.43,633.53,681.69,428.65,663.11,718.48,609.15,20.15,562.91,301.99,143.33,884.01,617.75,676.51,197.50,530.93,518.49,595.96,489.25,611.96,391.99,395.40,381.79,779.71,491.80,342.68,464.82,307.40,568.78,0.00,467.21,464.09,481.33,671.02,428.65,648.09,515.48,663.63,594.40,291.79,617.75,630.68,527.28,631.39,761.28
Khach hang 86,183.43,400.01,545.42,289.19,402.50,509.37,300.48,354.31,205.61,274.43,425.36,387.20,473.18,575.56,302.15,584.01,578.94,147.93,342.69,677.94,636.39,418.04,449.39,341.91,340.69,715.11,291.18,310.25,755.60,463.83,267.95,631.06,755.60,344.15,309.53,95.50,581.79,436.30,449.39,200.35,576.96,656.03,547.02,337.66,566.27,422.17,256.72,678.38,349.07,439.28,478.84,166.77,344.09,479.86,424.54,755.60,648.52,372.67,725.78,614.88,707.20,762.57,389.01,463.83,274.13,183.09,531.78,449.39,436.30,720.60,573.67,575.02,588.25,640.05,183.28,165.78,451.08,355.71,234.49,354.17,535.89,278.27,154.76,196.30,269.56,467.21,0.00,130.53,525.43,715.11,614.88,407.26,376.29,707.72,638.49,224.58,436.30,184.50,352.85,675.48,499.84
Khach hang 87,122.05,291.60,539.32,383.43,490.19,491.50,294.38,348.20,101.83,189.12,316.95,481.43,364.78,569.45,193.75,577.90,572.83,245.04,436.92,667.86,630.28,411.93,491.22,394.46,232.28,709.01,388.30,194.53,749.49,457.72,309.78,613.18,749.49,338.04,303.42,90.40,575.69,523.99,491.22,194.24,570.85,649.92,540.91,331.55,560.16,380.40,325.37,672.27,286.01,433.17,460.97,170.04,282.61,461.99,466.37,749.49,642.41,264.27,719.67,597.01,701.09,756.46,476.70,457.72,165.76,176.98,525.67,491.22,523.99,714.49,567.56,568.91,582.15,633.94,270.97,234.42,428.35,349.60,192.72,396.00,529.78,272.16,112.99,190.19,161.16,461.10,129.77,0.00,519.32,709.01,597.01,298.86,334.52,701.61,632.38,218.47,523.99,253.14,245.72,669.37,391.44
Khach hang 88,726.26,819.53,204.15,781.24,728.19,765.13,425.95,372.24,726.25,713.65,924.95,879.25,972.78,171.55,793.57,289.79,284.72,728.50,834.74,566.12,213.53,471.29,1063.55,579.02,862.28,230.63,962.70,726.80,271.11,475.70,939.47,843.03,271.11,445.03,565.28,674.53,562.16,723.30,1063.55,512.64,564.77,171.54,143.00,507.47,272.05,754.78,928.24,192.17,761.66,695.04,734.60,837.35,752.49,735.62,1038.55,271.11,164.04,871.68,241.29,734.96,222.71,278.09,714.70,475.70,801.06,519.84,619.86,1063.55,723.30,236.11,279.45,171.01,184.24,153.84,662.54,837.30,706.83,396.57,619.94,959.24,51.40,507.59,692.03,545.56,806.94,476.95,692.56,689.43,0.00,230.63,734.96,886.25,753.63,223.23,129.75,520.76,723.30,856.02,765.44,190.99,999.44
Khach hang 89,915.95,1009.22,393.84,970.93,917.88,954.82,615.64,561.93,915.94,903.34,1114.64,1068.94,1162.47,351.08,983.26,479.48,474.41,918.19,1024.43,755.81,343.03,660.98,1253.24,768.71,1051.97,0.00,1152.39,916.49,44.42,665.39,1129.16,1032.72,44.42,634.72,754.97,864.22,751.85,912.99,1253.24,702.33,754.46,71.49,332.69,697.16,461.74,944.47,1117.93,244.68,951.34,884.73,924.29,1027.03,942.18,925.31,1228.24,44.42,150.14,1061.37,162.41,924.65,236.51,51.39,904.39,665.39,990.75,709.53,809.55,1253.24,912.99,75.82,469.14,351.82,365.05,283.34,852.23,1026.99,896.52,586.26,809.63,1148.93,179.23,697.28,881.72,735.25,996.63,666.64,882.24,879.12,230.63,0.00,924.65,1075.93,943.32,223.11,246.24,710.45,912.99,1045.71,955.13,221.04,1189.13
Khach hang 90,535.58,600.83,663.27,749.58,856.34,175.01,465.96,532.60,535.58,522.59,733.89,847.59,758.93,787.20,598.79,442.89,447.95,660.62,803.08,221.37,848.02,633.06,1031.89,760.61,671.61,926.75,885.24,535.74,967.23,431.04,862.00,162.60,967.23,559.03,372.00,597.06,261.37,890.14,1031.89,505.43,266.20,867.67,705.22,697.70,460.63,294.85,850.77,890.01,486.50,224.22,184.00,726.40,462.49,185.02,1006.89,967.23,860.16,680.62,937.41,0.00,918.83,974.21,842.85,431.04,610.39,495.36,407.18,1031.89,890.14,932.24,453.23,786.66,774.22,851.69,637.12,759.83,246.90,715.76,429.27,927.58,747.52,610.42,525.34,455.28,616.27,428.65,615.09,601.90,737.06,926.75,0.00,667.55,483.00,919.36,850.13,477.54,890.14,778.55,546.74,887.12,785.59
